category,path,label,true_type,true_location,verdict,defect_type,location,explanation,valid,p_defective,latency_s,prompt_tokens,completion_tokens,raw,config
bottle,bottle/test/good/000.png,0,none,none,good,none,none,,True,0.04207952220629494,5.042875346029177,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/001.png,0,none,none,good,none,none,,True,0.26881030452485866,4.984762266976759,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/002.png,0,none,none,good,none,none,,True,0.033080911926611445,4.98251787899062,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/003.png,0,none,none,good,none,none,,True,0.08507600783838049,4.978535638016183,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/004.png,0,none,none,good,none,none,,True,0.042079522956952796,4.912023829994723,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/005.png,0,none,none,good,none,none,,True,0.11916544706346642,5.137022741953842,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/006.png,0,none,none,good,none,none,,True,0.06007189594308835,5.045072197972331,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/007.png,0,none,none,good,none,none,,True,0.04208048964628715,5.136635614966508,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/008.png,0,none,none,good,none,none,,True,0.03308090823205216,5.043599725991953,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/009.png,0,none,none,good,none,none,,True,0.037320438894180526,5.137844355020206,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/010.png,0,none,none,good,none,none,,True,0.025953823112449922,5.317184568964876,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/011.png,0,none,none,good,none,none,,True,0.037320437151486564,6.677634138031863,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/012.png,0,none,none,good,none,none,,True,0.05339167419827199,4.976328529010061,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/013.png,0,none,none,good,none,none,,True,0.09532393681108768,4.9818066519801505,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/014.png,0,none,none,good,none,none,,True,0.11916303367823103,5.321035798988305,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/015.png,0,none,none,good,none,none,,True,0.13292043671448397,5.135423771978822,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/016.png,0,none,none,good,none,none,,True,0.0758386844345551,5.316660736047197,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/017.png,0,none,none,good,none,none,,True,0.06753217734451743,5.133944002969656,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/018.png,0,none,none,good,none,none,,True,0.025953349463495357,5.046250345010776,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
bottle,bottle/test/good/019.png,0,none,none,good,none,none,,True,0.037320436214769014,5.313468859996647,391,22,"{""verdict"": ""good"", ""defect_type"": ""none"", ""location"": ""none""}",Baseline: Qwen2.5-VL-7B zero-shot
